method,return_type,return_description
"javax.swing.text.ComponentView.paint(Graphics,Shape)",void,
javax.swing.text.ComponentView.getPreferredSpan(int),float,"the span the view would like to be rendered into &gt;=0. Typically the view is told to render into the span that is returned, although there is no guarantee. The parent may choose to resize or break the view."
javax.swing.text.ComponentView.getMinimumSpan(int),float,"the span the view would like to be rendered into &gt;=0. Typically the view is told to render into the span that is returned, although there is no guarantee. The parent may choose to resize or break the view."
javax.swing.text.ComponentView.getMaximumSpan(int),float,"the span the view would like to be rendered into &gt;=0. Typically the view is told to render into the span that is returned, although there is no guarantee. The parent may choose to resize or break the view."
javax.swing.text.ComponentView.getAlignment(int),float,the desired alignment. This should be a value between 0.0 and 1.0 where 0 indicates alignment at the origin and 1.0 indicates alignment to the full span away from the origin. An alignment of 0.5 would be the center of the view.
javax.swing.text.ComponentView.setParent(View),void,
"javax.swing.text.ComponentView.modelToView(int,Shape,Position.Bias)",Shape,
"javax.swing.text.ComponentView.viewToModel(float,float,Shape,Position.Bias[])",int,the location within the model that best represents the given point in the view
javax.swing.text.CompositeView.loadChildren(ViewFactory),void,
javax.swing.text.CompositeView.setParent(View),void,
javax.swing.text.CompositeView.getViewCount(),int,the number of views &gt;= 0
javax.swing.text.CompositeView.getView(int),View,the view at index n
"javax.swing.text.CompositeView.replace(int,int,View[])",void,
"javax.swing.text.CompositeView.getChildAllocation(int,Shape)",Shape,the allocation to the child
"javax.swing.text.CompositeView.modelToView(int,Shape,Position.Bias)",Shape,the bounding box of the given position
"javax.swing.text.CompositeView.modelToView(int,Position.Bias,int,Position.Bias,Shape)",Shape,the bounding box of the given position is returned
"javax.swing.text.CompositeView.viewToModel(float,float,Shape,Position.Bias[])",int,the location within the model that best represents the given point in the view &gt;= 0
"javax.swing.text.CompositeView.getNextVisualPositionFrom(int,Position.Bias,Shape,int,Position.Bias[])",int,
"javax.swing.text.CompositeView.getViewIndex(int,Position.Bias)",int,"index of the view representing the given position, or -1 if no view represents that position"
"javax.swing.text.CompositeView.isBefore(int,int,Rectangle)",abstractboolean,true if the point is before the specified range
"javax.swing.text.CompositeView.isAfter(int,int,Rectangle)",abstractboolean,true if the point is after the specified range
"javax.swing.text.CompositeView.getViewAtPoint(int,int,Rectangle)",abstractView,the child view
"javax.swing.text.CompositeView.childAllocation(int,Rectangle)",abstractvoid,
"javax.swing.text.CompositeView.getViewAtPosition(int,Rectangle)",View,"the view representing the given position, or null if there isn't one"
javax.swing.text.CompositeView.getViewIndexAtPosition(int),int,"index of the view representing the given position, or -1 if no view represents that position"
javax.swing.text.CompositeView.getInsideAllocation(Shape),Rectangle,"the allocation that represents the inside of the view after the margins have all been removed; if the given allocation was null, the return value is null"
javax.swing.text.CompositeView.setParagraphInsets(AttributeSet),void,
"javax.swing.text.CompositeView.setInsets(short,short,short,short)",void,
javax.swing.text.CompositeView.getLeftInset(),short,the inset &gt;= 0
javax.swing.text.CompositeView.getRightInset(),short,the inset &gt;= 0
javax.swing.text.CompositeView.getTopInset(),short,the inset &gt;= 0
javax.swing.text.CompositeView.getBottomInset(),short,the inset &gt;= 0
"javax.swing.text.CompositeView.getNextNorthSouthVisualPositionFrom(int,Position.Bias,Shape,int,Position.Bias[])",int,
"javax.swing.text.CompositeView.getNextEastWestVisualPositionFrom(int,Position.Bias,Shape,int,Position.Bias[])",int,
"javax.swing.text.CompositeView.flipEastAndWestAtEnds(int,Position.Bias)",boolean,false
javax.swing.text.DateFormatter.setFormat(DateFormat),void,
javax.swing.text.DefaultCaret.setUpdatePolicy(int),void,
javax.swing.text.DefaultCaret.getUpdatePolicy(),int,"one of the following values : UPDATE_WHEN_ON_EDT, NEVER_UPDATE, ALWAYS_UPDATE"
javax.swing.text.DefaultCaret.getComponent(),JTextComponent,the component
javax.swing.text.DefaultCaret.repaint(),void,
javax.swing.text.DefaultCaret.damage(Rectangle),void,
javax.swing.text.DefaultCaret.adjustVisibility(Rectangle),void,
javax.swing.text.DefaultCaret.getSelectionPainter(),Highlighter.HighlightPainter,the painter
javax.swing.text.DefaultCaret.positionCaret(MouseEvent),void,
javax.swing.text.DefaultCaret.moveCaret(MouseEvent),void,
javax.swing.text.DefaultCaret.focusGained(FocusEvent),void,
javax.swing.text.DefaultCaret.focusLost(FocusEvent),void,
javax.swing.text.DefaultCaret.mouseClicked(MouseEvent),void,
javax.swing.text.DefaultCaret.mousePressed(MouseEvent),void,
javax.swing.text.DefaultCaret.mouseReleased(MouseEvent),void,
javax.swing.text.DefaultCaret.mouseEntered(MouseEvent),void,
javax.swing.text.DefaultCaret.mouseExited(MouseEvent),void,
javax.swing.text.DefaultCaret.mouseDragged(MouseEvent),void,
javax.swing.text.DefaultCaret.mouseMoved(MouseEvent),void,
javax.swing.text.DefaultCaret.paint(Graphics),void,
javax.swing.text.DefaultCaret.install(JTextComponent),void,
javax.swing.text.DefaultCaret.deinstall(JTextComponent),void,
javax.swing.text.DefaultCaret.addChangeListener(ChangeListener),void,
javax.swing.text.DefaultCaret.removeChangeListener(ChangeListener),void,
javax.swing.text.DefaultCaret.getChangeListeners(),ChangeListener[],all of this caret's ChangeListeners or an empty array if no change listeners are currently registered
javax.swing.text.DefaultCaret.fireStateChanged(),void,
javax.swing.text.DefaultCaret.getListeners(Class&lt;T&gt;),&lt;T extends EventListener&gt;T[],"an array of all objects registered as FooListeners on this component, or an empty array if no such listeners have been added"
javax.swing.text.DefaultCaret.setSelectionVisible(boolean),void,
javax.swing.text.DefaultCaret.isSelectionVisible(),boolean,true if the selection is visible
javax.swing.text.DefaultCaret.isActive(),boolean,true if active else false
javax.swing.text.DefaultCaret.isVisible(),boolean,true if visible else false
javax.swing.text.DefaultCaret.setVisible(boolean),void,
javax.swing.text.DefaultCaret.setBlinkRate(int),void,
javax.swing.text.DefaultCaret.getBlinkRate(),int,the delay in milliseconds. If this is zero the caret will not blink.
javax.swing.text.DefaultCaret.getDot(),int,the position &gt;= 0
javax.swing.text.DefaultCaret.getMark(),int,the position &gt;= 0
javax.swing.text.DefaultCaret.setDot(int),void,
javax.swing.text.DefaultCaret.moveDot(int),void,
"javax.swing.text.DefaultCaret.moveDot(int,Position.Bias)",void,
"javax.swing.text.DefaultCaret.setDot(int,Position.Bias)",void,
javax.swing.text.DefaultCaret.getDotBias(),Position.Bias,the bias of the caret position
javax.swing.text.DefaultCaret.getMarkBias(),Position.Bias,the bias of the mark
javax.swing.text.DefaultCaret.setMagicCaretPosition(Point),void,
javax.swing.text.DefaultCaret.getMagicCaretPosition(),Point,the position see #setMagicCaretPosition
javax.swing.text.DefaultCaret.equals(Object),boolean,true if the objects are equal; false otherwise
javax.swing.text.DefaultCaret.toString(),String,a String representing this Rectangle object's coordinate and size values.
javax.swing.text.DefaultEditorKit.getContentType(),String,the type
javax.swing.text.DefaultEditorKit.getViewFactory(),ViewFactory,the view factory
javax.swing.text.DefaultEditorKit.getActions(),Action[],the command list
javax.swing.text.DefaultEditorKit.createCaret(),Caret,the caret
javax.swing.text.DefaultEditorKit.createDefaultDocument(),Document,the model
"javax.swing.text.DefaultEditorKit.read(InputStream,Document,int)",void,
"javax.swing.text.DefaultEditorKit.write(OutputStream,Document,int,int)",void,
"javax.swing.text.DefaultEditorKit.read(Reader,Document,int)",void,
"javax.swing.text.DefaultEditorKit.write(Writer,Document,int,int)",void,
javax.swing.text.DefaultEditorKit.BeepAction.actionPerformed(ActionEvent),void,
javax.swing.text.DefaultEditorKit.CopyAction.actionPerformed(ActionEvent),void,
javax.swing.text.DefaultEditorKit.CutAction.actionPerformed(ActionEvent),void,
javax.swing.text.DefaultEditorKit.DefaultKeyTypedAction.actionPerformed(ActionEvent),void,
javax.swing.text.DefaultEditorKit.InsertBreakAction.actionPerformed(ActionEvent),void,
javax.swing.text.DefaultEditorKit.InsertContentAction.actionPerformed(ActionEvent),void,
javax.swing.text.DefaultEditorKit.InsertTabAction.actionPerformed(ActionEvent),void,
javax.swing.text.DefaultEditorKit.PasteAction.actionPerformed(ActionEvent),void,
javax.swing.text.DefaultFormatter.install(JFormattedTextField),void,
javax.swing.text.DefaultFormatter.setCommitsOnValidEdit(boolean),void,
javax.swing.text.DefaultFormatter.getCommitsOnValidEdit(),boolean,true if edits are committed after every valid edit
javax.swing.text.DefaultFormatter.setOverwriteMode(boolean),void,
javax.swing.text.DefaultFormatter.getOverwriteMode(),boolean,true if newly inserted characters overwrite existing characters
javax.swing.text.DefaultFormatter.setAllowsInvalid(boolean),void,
javax.swing.text.DefaultFormatter.getAllowsInvalid(),boolean,false if the edited value must always be valid
javax.swing.text.DefaultFormatter.setValueClass(Class&lt;?&gt;),void,
javax.swing.text.DefaultFormatter.getValueClass(),Class&lt;?&gt;,Class used to construct return value from stringToValue
javax.swing.text.DefaultFormatter.stringToValue(String),Object,Object representation of text
javax.swing.text.DefaultFormatter.valueToString(Object),String,String representation of value
javax.swing.text.DefaultFormatter.getDocumentFilter(),DocumentFilter,DocumentFilter to restrict edits
javax.swing.text.DefaultFormatter.getNavigationFilter(),NavigationFilter,NavigationFilter to restrict navigation
javax.swing.text.DefaultFormatter.clone(),Object,copy of the DefaultFormatter
javax.swing.text.DefaultFormatterFactory.setDefaultFormatter(JFormattedTextField.AbstractFormatter),void,
javax.swing.text.DefaultFormatterFactory.getDefaultFormatter(),JFormattedTextField.AbstractFormatter,JFormattedTextField.AbstractFormatter used if a more specific one is not specified.
javax.swing.text.DefaultFormatterFactory.setDisplayFormatter(JFormattedTextField.AbstractFormatter),void,
javax.swing.text.DefaultFormatterFactory.getDisplayFormatter(),JFormattedTextField.AbstractFormatter,JFormattedTextField.AbstractFormatter to use when the JFormattedTextField does not have focus
javax.swing.text.DefaultFormatterFactory.setEditFormatter(JFormattedTextField.AbstractFormatter),void,
javax.swing.text.DefaultFormatterFactory.getEditFormatter(),JFormattedTextField.AbstractFormatter,JFormattedTextField.AbstractFormatter to use when the component has focus
javax.swing.text.DefaultFormatterFactory.setNullFormatter(JFormattedTextField.AbstractFormatter),void,
javax.swing.text.DefaultFormatterFactory.getNullFormatter(),JFormattedTextField.AbstractFormatter,JFormattedTextField.AbstractFormatter to use when the value is null
javax.swing.text.DefaultFormatterFactory.getFormatter(JFormattedTextField),JFormattedTextField.AbstractFormatter,JFormattedTextField.AbstractFormatter to handle formatting duties.
javax.swing.text.DefaultHighlighter.paint(Graphics),void,
javax.swing.text.DefaultHighlighter.install(JTextComponent),void,
javax.swing.text.DefaultHighlighter.deinstall(JTextComponent),void,
"javax.swing.text.DefaultHighlighter.addHighlight(int,int,Highlighter.HighlightPainter)",Object,an object that can be used as a tag to refer to the highlight
javax.swing.text.DefaultHighlighter.removeHighlight(Object),void,
javax.swing.text.DefaultHighlighter.removeAllHighlights(),void,
"javax.swing.text.DefaultHighlighter.changeHighlight(Object,int,int)",void,
javax.swing.text.DefaultHighlighter.getHighlights(),Highlighter.Highlight[],the copy
"javax.swing.text.DefaultHighlighter.paintLayeredHighlights(Graphics,int,int,Shape,JTextComponent,View)",void,
javax.swing.text.DefaultHighlighter.setDrawsLayeredHighlights(boolean),void,
javax.swing.text.DefaultHighlighter.getDrawsLayeredHighlights(),boolean,
javax.swing.text.DefaultHighlighter.DefaultHighlightPainter.getColor(),Color,the color
"javax.swing.text.DefaultHighlighter.DefaultHighlightPainter.paint(Graphics,int,int,Shape,JTextComponent)",void,
"javax.swing.text.DefaultHighlighter.DefaultHighlightPainter.paintLayer(Graphics,int,int,Shape,JTextComponent,View)",Shape,region drawing occurred in
javax.swing.text.DefaultStyledDocument.getDefaultRootElement(),Element,the root
javax.swing.text.DefaultStyledDocument.create(DefaultStyledDocument.ElementSpec[]),void,
"javax.swing.text.DefaultStyledDocument.insert(int,DefaultStyledDocument.ElementSpec[])",void,
javax.swing.text.DefaultStyledDocument.removeElement(Element),void,
"javax.swing.text.DefaultStyledDocument.addStyle(String,Style)",Style,the style
javax.swing.text.DefaultStyledDocument.removeStyle(String),void,
javax.swing.text.DefaultStyledDocument.getStyle(String),Style,the style
