method,throws,throws_description
org.omg.DynamicAny._DynUnionStub.insert_any(Any),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynUnionStub.insert_dyn_any(DynAny),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynUnionStub.insert_val(Serializable),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynUnionStub.get_boolean(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_octet(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_char(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_short(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_ushort(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_long(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_ulong(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_float(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_double(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_string(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_reference(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_typecode(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_longlong(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_ulonglong(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_wchar(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_wstring(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_any(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_dyn_any(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.get_val(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynUnionStub.current_component(),TypeMismatch ," If called on a DynAny that cannot have components, such as a DynEnum or an empty exception"
org.omg.DynamicAny._DynValueStub.current_member_name(),TypeMismatch , if the DynValue represents a null value type.
org.omg.DynamicAny._DynValueStub.current_member_kind(),TypeMismatch , if the DynValue represents a null value type.
org.omg.DynamicAny._DynValueStub.get_members(),InvalidValue , if this object represents a null value type
org.omg.DynamicAny._DynValueStub.set_members(NameValuePair[]),TypeMismatch , if the member names supplied in the passed sequence do not match the corresponding member name in the DynValue's TypeCode and they are not empty strings
org.omg.DynamicAny._DynValueStub.get_members_as_dyn_any(),InvalidValue , if this object represents a null value type
org.omg.DynamicAny._DynValueStub.set_members_as_dyn_any(NameDynAnyPair[]),TypeMismatch , if the member names supplied in the passed sequence do not match the corresponding member name in the DynValue's TypeCode and they are not empty strings
org.omg.DynamicAny._DynValueStub.assign(DynAny),TypeMismatch , if the type of the passed DynAny is not equivalent to the type of target DynAny
org.omg.DynamicAny._DynValueStub.from_any(Any),TypeMismatch , if the type of the passed Any is not equivalent to the type of target DynAny
org.omg.DynamicAny._DynValueStub.insert_boolean(boolean),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_octet(byte),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_char(char),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_short(short),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_ushort(short),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_long(int),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_ulong(int),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_float(float),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_double(double),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_string(String),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_reference(Object),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_typecode(TypeCode),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_longlong(long),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_ulonglong(long),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_wchar(char),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_wstring(String),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_any(Any),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_dyn_any(DynAny),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.insert_val(Serializable),InvalidValue , if this DynAny has components but has a current position of -1
org.omg.DynamicAny._DynValueStub.get_boolean(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_octet(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_char(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_short(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_ushort(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_long(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_ulong(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_float(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_double(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_string(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_reference(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_typecode(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_longlong(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_ulonglong(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_wchar(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_wstring(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
org.omg.DynamicAny._DynValueStub.get_any(),TypeMismatch , if the accessed component in the DynAny is of a type that is not equivalent to the requested type.
